"rowname","site","state","year","date","delph.plant.num","delph.flower.num","viable","bombus.abund","bombus.rich","bomabund.scale","num.delph","prop.delph","prop.long","num.long","mean.fidelity","color.sim","corolla.sim","species.removed","num.removed","prop.removed"
"508","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"509","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"510","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"511","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.2",1,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"512","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"513","Back of Baldy Bend","manipulation","2013",2013-07-13,"35","35.2",3,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"514","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.1",3,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"515","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.1",3,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"516","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.1",5,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"517","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"518","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"519","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"520","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"521","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"522","Back of Baldy Bend","manipulation","2013",2013-07-13,"37","37.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"523","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"524","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"525","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"526","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"527","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"528","Back of Baldy Bend","manipulation","2013",2013-07-13,"38","38.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"529","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"530","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"531","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"532","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"533","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"534","Back of Baldy Bend","manipulation","2013",2013-07-13,"36","36.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"535","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.2",5,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"536","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.2",5,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"537","Back of Baldy Bend","manipulation","2013",2013-07-13,"39","39.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"538","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"539","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"540","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.1",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"541","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"542","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"543","Back of Baldy Bend","manipulation","2013",2013-07-13,"40","40.2",0,44,4,0.581819082631148,614,0.0405494650640602,1,44,0.869565217391304,0.0299421806167401,0.0299421806167401,"Bombus flavifrons",NA,NA
"544","Judd Falls TH 2","control","2013",2013-07-22,"1","1.1",7,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"545","Judd Falls TH 2","control","2013",2013-07-22,"1","1.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"546","Judd Falls TH 2","control","2013",2013-07-22,"1","1.1",5,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"547","Judd Falls TH 2","control","2013",2013-07-22,"2","2.1",7,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"548","Judd Falls TH 2","control","2013",2013-07-22,"2","2.1",10,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"549","Judd Falls TH 2","control","2013",2013-07-22,"2","2.1",4,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"550","Judd Falls TH 2","control","2013",2013-07-22,"3","3.1",13,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"551","Judd Falls TH 2","control","2013",2013-07-22,"3","3.1",14,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"552","Judd Falls TH 2","control","2013",2013-07-22,"3","3.1",12,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"553","Judd Falls TH 2","control","2013",2013-07-22,"3","3.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"554","Judd Falls TH 2","control","2013",2013-07-22,"3","3.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"555","Judd Falls TH 2","control","2013",2013-07-22,"3","3.2",1,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"556","Judd Falls TH 2","control","2013",2013-07-22,"3","3.3",14,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"557","Judd Falls TH 2","control","2013",2013-07-22,"3","3.3",14,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"558","Judd Falls TH 2","control","2013",2013-07-22,"3","3.3",14,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"559","Judd Falls TH 2","control","2013",2013-07-22,"4","4.1",12,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"560","Judd Falls TH 2","control","2013",2013-07-22,"4","4.1",11,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"561","Judd Falls TH 2","control","2013",2013-07-22,"4","4.1",7,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"562","Judd Falls TH 2","control","2013",2013-07-22,"4","4.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"563","Judd Falls TH 2","control","2013",2013-07-22,"4","4.2",2,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"564","Judd Falls TH 2","control","2013",2013-07-22,"4","4.2",3,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"565","Judd Falls TH 2","control","2013",2013-07-22,"5","5.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"566","Judd Falls TH 2","control","2013",2013-07-22,"5","5.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"567","Judd Falls TH 2","control","2013",2013-07-22,"5","5.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"568","Judd Falls TH 2","control","2013",2013-07-22,"5","5.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"569","Judd Falls TH 2","control","2013",2013-07-22,"5","5.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"570","Judd Falls TH 2","control","2013",2013-07-22,"5","5.2",2,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"571","Judd Falls TH 2","control","2013",2013-07-22,"6","6.1",15,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"572","Judd Falls TH 2","control","2013",2013-07-22,"6","6.1",2,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"573","Judd Falls TH 2","control","2013",2013-07-22,"6","6.1",14,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"574","Judd Falls TH 2","control","2013",2013-07-22,"6","6.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"575","Judd Falls TH 2","control","2013",2013-07-22,"6","6.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"576","Judd Falls TH 2","control","2013",2013-07-22,"6","6.2",1,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"577","Judd Falls TH 2","control","2013",2013-07-22,"7","7.1",2,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"578","Judd Falls TH 2","control","2013",2013-07-22,"7","7.1",6,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"579","Judd Falls TH 2","control","2013",2013-07-22,"7","7.1",4,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"580","Judd Falls TH 2","control","2013",2013-07-22,"7","7.2",4,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"581","Judd Falls TH 2","control","2013",2013-07-22,"7","7.2",5,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"582","Judd Falls TH 2","control","2013",2013-07-22,"7","7.2",7,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"583","Judd Falls TH 2","control","2013",2013-07-22,"8","8.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"584","Judd Falls TH 2","control","2013",2013-07-22,"8","8.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"585","Judd Falls TH 2","control","2013",2013-07-22,"8","8.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"586","Judd Falls TH 2","control","2013",2013-07-22,"8","8.2",1,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"587","Judd Falls TH 2","control","2013",2013-07-22,"8","8.2",5,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"588","Judd Falls TH 2","control","2013",2013-07-22,"8","8.2",4,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"589","Judd Falls TH 2","control","2013",2013-07-22,"9","9.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"590","Judd Falls TH 2","control","2013",2013-07-22,"9","9.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"591","Judd Falls TH 2","control","2013",2013-07-22,"9","9.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"592","Judd Falls TH 2","control","2013",2013-07-22,"10","10.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"593","Judd Falls TH 2","control","2013",2013-07-22,"10","10.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"594","Judd Falls TH 2","control","2013",2013-07-22,"10","10.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"595","Judd Falls TH 2","control","2013",2013-07-22,"11","11.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"596","Judd Falls TH 2","control","2013",2013-07-22,"11","11.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"597","Judd Falls TH 2","control","2013",2013-07-22,"11","11.1",3,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"598","Judd Falls TH 2","control","2013",2013-07-22,"11","11.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"599","Judd Falls TH 2","control","2013",2013-07-22,"11","11.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"600","Judd Falls TH 2","control","2013",2013-07-22,"11","11.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"601","Judd Falls TH 2","control","2013",2013-07-22,"12","12.1",9,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"602","Judd Falls TH 2","control","2013",2013-07-22,"12","12.1",6,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"603","Judd Falls TH 2","control","2013",2013-07-22,"12","12.1",8,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"604","Judd Falls TH 2","control","2013",2013-07-22,"12","12.2",9,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"605","Judd Falls TH 2","control","2013",2013-07-22,"12","12.2",6,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"606","Judd Falls TH 2","control","2013",2013-07-22,"12","12.2",5,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"607","Judd Falls TH 2","control","2013",2013-07-22,"13","13.1",11,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"608","Judd Falls TH 2","control","2013",2013-07-22,"13","13.1",6,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"609","Judd Falls TH 2","control","2013",2013-07-22,"13","13.1",3,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"610","Judd Falls TH 2","control","2013",2013-07-22,"14","14.1",4,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"611","Judd Falls TH 2","control","2013",2013-07-22,"14","14.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"612","Judd Falls TH 2","control","2013",2013-07-22,"14","14.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"613","Judd Falls TH 2","control","2013",2013-07-22,"14","14.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"614","Judd Falls TH 2","control","2013",2013-07-22,"14","14.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"615","Judd Falls TH 2","control","2013",2013-07-22,"14","14.2",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"616","Judd Falls TH 2","control","2013",2013-07-22,"15","15.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"617","Judd Falls TH 2","control","2013",2013-07-22,"15","15.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"618","Judd Falls TH 2","control","2013",2013-07-22,"15","15.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"619","Judd Falls TH 2","control","2013",2013-07-22,"17","17.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"620","Judd Falls TH 2","control","2013",2013-07-22,"17","17.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"621","Judd Falls TH 2","control","2013",2013-07-22,"17","17.1",0,61,5,0.823061141283087,567,0.191813261163735,0.967213114754098,59,0.818181818181818,0.00795311845960653,0.00795311845960653,NA,0,0
"622","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"623","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"624","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"625","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"626","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"627","Judd Falls TH 2","manipulation","2013",2013-07-24,"1","1.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"628","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"629","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"630","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"631","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"632","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"633","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.1",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"634","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"635","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"636","Judd Falls TH 2","manipulation","2013",2013-07-24,"2","2.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"637","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"638","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
"639","Judd Falls TH 2","manipulation","2013",2013-07-24,"3","3.2",0,45,4,0.596009791963615,567,0.191813261163735,0.977777777777778,44,0.789473684210526,0.00795311845960653,0.00795311845960653,"Bombus flavifrons",66,0.594594594594595
